66.66666667,58.33333333,50
91.66666667,50,50
100,58.33333333,50
33.33333333,41.66666667,50
83.33333333,58.33333333,50
41.66666667,41.66666667,50
33.33333333,66.66666667,50
83.33333333,75,50
41.66666667,75,50
33.33333333,50,50
66.66666667,75,50
83.33333333,83.33333333,50
50,83.33333333,50
50,75,50
41.66666667,66.66666667,50
100,66.66666667,50
50,33.33333333,50
50,58.33333333,50
83.33333333,91.66666667,50
41.66666667,91.66666667,50
58.33333333,91.66666667,50
58.33333333,41.66666667,50
75,100,50
58.33333333,100,50
75,91.66666667,50
66.66666667,108.3333333,50
58.33333333,108.3333333,50
91.66666667,91.66666667,50
50,108.3333333,50
66.66666667,33.33333333,50
100,100,50
83.33333333,108.3333333,50
91.66666667,83.33333333,50
91.66666667,75,50
83.33333333,41.66666667,50
83.33333333,50,50
58.33333333,83.33333333,50
41.66666667,100,50
41.66666667,108.3333333,50
100,91.66666667,50
83.33333333,100,50
58.33333333,75,50
50,91.66666667,50
33.33333333,100,50
100,41.66666667,50
91.66666667,33.33333333,50
100,50,50
50,100,50
50,50,50
33.33333333,75,50
33.33333333,58.33333333,50
33.33333333,33.33333333,50
100,83.33333333,50
91.66666667,100,50
41.66666667,58.33333333,50
33.33333333,108.3333333,50
100,33.33333333,50
75,41.66666667,50
75,50,50
75,108.3333333,50
75,33.33333333,50
50,41.66666667,50
58.33333333,33.33333333,50
75,66.66666667,50
41.66666667,33.33333333,50
83.33333333,33.33333333,50
66.66666667,41.66666667,50
33.33333333,91.66666667,50
66.66666667,100,50
33.33333333,83.33333333,50
41.66666667,50,50
91.66666667,41.66666667,50
66.66666667,91.66666667,50
66.66666667,50,50
58.33333333,50,50
66.66666667,83.33333333,50
75,58.33333333,50
91.66666667,66.66666667,50
100,108.3333333,50
91.66666667,108.3333333,50
58.33333333,58.33333333,50
75,75,50
75,83.33333333,50
50,66.66666667,50
41.66666667,83.33333333,50
91.66666667,58.33333333,50
100,75,50
83.33333333,66.66666667,50
66.66666667,66.66666667,50
58.33333333,66.66666667,50
